"","id","tid","airline","rtag","tweet"
"932",116783,575762743376023552,"United","vK!c7m35.Iav","@ctrent if you haven't decided on new airlines, keep in mind @united just said my flight delayed by 2+ hrs. while they change light bulbs"
"933",116784,575762873923858432,"American","vK!c7m35.Iav","@AmericanAir delay a flight, more than 1/2 plan misses connection, &amp; now u make us wait in this ridiculous line ðŸ‘Ž http://t.co/KemIMb78dW"
"934",116786,575762997194268672,"AlaskaAir","vK!c7m35.Iav","@AlaskaAir never a good flight to do this on, but the SLC flight were you are fighting with Delta....just input for consideration"
"935",116787,575763182289092608,"American","vK!c7m35.Iav","@jbradleybush @AmericanAir we are mad ðŸ˜¡"
"936",116789,575764747255054336,"American","vK!c7m35.Iav","Another head-shaking moment from a major airliner. Shame on @AmericanAir for not issuing a refund immediately. http://t.co/rmBbgYmTUa"
"937",116790,575765303298232320,"SouthWest","vK!c7m35.Iav","Major fail with luggage @SouthwestAir #southwestairlines"
"938",116791,575766083971465216,"United","vK!c7m35.Iav","@kristen @AnjHanda @united that's so wrong. And illegal here in UK. Hope you get an apology."
"939",116792,575766242184814592,"United","vK!c7m35.Iav","@united @kristen  what a gutless response to a disgusting action."
"940",116793,575766596196528128,"United","vK!c7m35.Iav","@robquadrini75 @Alyssa_Milano @united @kristen Im am so upset My wife breastfeed out daughter until 3 years old.  I would call airlines."
"941",116794,575766693252886528,"SouthWest","vK!c7m35.Iav","wowwww @SouthwestAir are letting fucking LIFEHOUSE perform their single on a plane"
"942",116795,575766931698937856,"American","vK!c7m35.Iav","“@AmericanAir: @LeoLopez7 Please talk with our baggage team for help with any damage to your checked bag.”In Sky Harbor?"
"943",116796,575767169922805760,"United","vK!c7m35.Iav","So, @united has continued its incessant illegal violations of breastfeeding mothers' rights, I see."
"944",116797,575767226344603648,"SouthWest","vK!c7m35.Iav","@SouthwestAir Is your phone system down? I've been on hold with you 800 number for 28 minutes. And I'm A-List."
"945",116798,575767278660141056,"Delta","vK!c7m35.Iav","@DeltaAssist delta cancel my flight to NYC and I find out at the airport and now the 24 hr service is closed so i can't get on another one"
"946",116799,575767341457260544,"Delta","vK!c7m35.Iav","@DeltaAssist so Delta once again you have failed. My phone shows I'm 4th on the upgrade list but you system shows 12. No upgrade to LA, WTF!"
"947",116800,575767397069549568,"SouthWest","vK!c7m35.Iav","After what @jonahkeri just went through, I'll be upset if Plain White Tees don't play on my PDX&gt;DEN flight. @SouthwestAir, help? #SXsports"
"948",116801,575767535179689984,"SouthWest","vK!c7m35.Iav","@skinny412 @SouthwestAir wait... what"
"949",116802,575767706420408320,"SouthWest","vK!c7m35.Iav","You guys, @jonahkeri appears to be stuck on a @SouthwestAir flight with the band Lifehouse, who are playing their new single."
"950",116803,575767801803055104,"SouthWest","vK!c7m35.Iav","@lifehouse @alice1059 @SouthwestAir @liveinvineyard so.... they HAVE to listen to you? Even bob Marley reincarnated that would be rude..."
"951",116804,575768230217674752,"SouthWest","vK!c7m35.Iav","If I never fly southwest again, it will be too soon #worstflightever @SouthwestAir"
"952",116805,575768384576569344,"United","vK!c7m35.Iav","@kristen @united  United again......... Always something with this airline. Completely unacceptable and thou deserve an apology."
"953",116806,575768585366208512,"United","vK!c7m35.Iav","@theaarondouglas @Semirhage666 @kristen @united I've never seen anyone give a man a blanket because he wasn't wearing a shirt..."
"954",116807,575769179892011008,"SouthWest","vK!c7m35.Iav","So I've been on hold with @SouthwestAir for over minutes now.... Is something going on today? What is taking so long??"
"955",116809,575769742746779648,"SouthWest","vK!c7m35.Iav","I feel horrible for @jonahkeri . Flying @SouthwestAir is bad enough, but adding @lifehouse us the worst case scenario."
"956",116810,575770295476305920,"American","vK!c7m35.Iav","@AmericanAir Need to talk to someone about full refund for preferred seats on cancelled flight. Only 1 of 3 refunded. No reply to complaint."
"957",116811,575770446022443008,"American","vK!c7m35.Iav","Broken toilet on flight aa2956 @AmericanAir, can I still make aa1398?"
"958",116812,575770770011357184,"American","vK!c7m35.Iav","Almost impressed today @AmericanAir but now delayed  sitting at DFW gate waiting bc of paperwork for broken toilet seat! Let's move!"
"959",116813,575770794678079488,"United","vK!c7m35.Iav","@united @kristen maybe if the human body was shamed less then guns and violence this wouldn't be an issue. Natural act!"
"960",116814,575771053873561600,"United","vK!c7m35.Iav","@HuffPostCanada @united U were going to learn better customer relations after u broke Dave's guitar. What happened?"
"961",116815,575771264725311488,"American","vK!c7m35.Iav","@AmericanAir - been on hold for 1.5 hrs. Almost as long as my 3 hr delay on the tarmac last Friday. How can I reach a Dividend Miles rep?"
"962",116816,575771877915893760,"JetBlue","vK!c7m35.Iav","@JetBlue The ""fun"" of flying with you continues. I can't wait until I have your customer service on the phone tonight after this trip."
"963",116817,575771998007119872,"United","vK!c7m35.Iav","My @united plane isn't equipped with Internet, TV, or chargers....why do you guys have to suck SO hard?"
"964",116818,575772296448643072,"United","vK!c7m35.Iav","""@AubreyStarXXX: My @united plane isn't equipped with Internet, TV, or chargers....why do you guys have to suck SO hard?""  😂😂😂"
"965",116819,575772335896047616,"American","vK!c7m35.Iav","@AmericanAir still waiting for a refund on flights on January 2.  68 days, refund submittal and 2 emails to Customer Service later..."
"966",116820,575772546739531776,"VirginAmerica","vK!c7m35.Iav","Ok, now you're just pushing my buttons Virgin... Delayed landing too?!? Come on!! @VirginAmerica"
"967",116821,575773111271948288,"JetBlue","vK!c7m35.Iav","@jetblue Why was JetBlue flight 1201 out of JFK last Thursday at 8pm cancelled at 3am after promising the full plane load it wouldn't be?"
"968",116822,575773197515243520,"American","vK!c7m35.Iav","@AmericanAir shows ever more hate for Boston flyers by discontinuing connection/through priority on upgrades!  So glad I stopped flying them"
"969",116823,575773452512051200,"American","vK!c7m35.Iav","@AmericanAir Bad bad job on 12:05 to Miami - finally leaving w/200 Passengers &amp; many missed flights from computer to baggage issues"
"970",116824,575773685140815872,"United","vK!c7m35.Iav","@united the worst airline... Customer service horrible. All bullshit. They never replied the emails. Calls never again"
"971",116826,575773888749170688,"United","vK!c7m35.Iav","""@CBCNews: Breastfeeding mother 'embarrassed' by United Airlines attendant.. @united just lost me as a customer due to insensitivity of crew"
"972",116827,575773906402832384,"SouthWest","vK!c7m35.Iav","A little part of me can't wait to have kids just so I can board earlier on @SouthwestAir. I'd rock that until the kids are at least 12, too."
"973",116828,575774087752122368,"Delta","vK!c7m35.Iav","@christianmchaag @aayoub @Delta @DeltaAssist why didn't they move the person harassing her and her family??"
"974",116830,575774242282676224,"United","vK!c7m35.Iav","@datachick @HuffPostCanada @United Wish I was surprised. Bloody ridiculous."
"975",116831,575774454313320448,"American","vK!c7m35.Iav","@AmericanAir Is anyone there #aa ? You keep telling me someone will be contacting me, but I’m starting to feel like you’re full of shit."
"976",116832,575774731711987712,"United","vK!c7m35.Iav","@kristen Shame on @united for how their flight attendant Keith treated your family on your flight. As a mom of 4, I find it disgusting."
"977",116833,575774778159730688,"SouthWest","vK!c7m35.Iav","Nothing like being on hold for almost 15 minutes with @SouthwestAir"
"978",116834,575775266691137536,"Delta","vK!c7m35.Iav","@DeltaAssist I'm not sure my family can make our flight out of CUN. DL0534 on 13Mar2015. Any chance we can switch to a 14Mar2015 flight?"
"979",116835,575776346498011136,"American","vK!c7m35.Iav","@AmericanAir of i switch my allegiance from @united to you, when I travel internationally, will you keep my seat preference? Will get AA cc"
"980",116836,575776536776806400,"Delta","vK!c7m35.Iav","@DeltaAssist in need of help. The online booking in link does not work?? I leave tomorrow morning"
"981",116837,575776586026369024,"United","vK!c7m35.Iav","@kristen @united I am sorry you and  your family had  to go thru this  , it makes me so  mad  as a mother you have allot support mommy,"
"982",116838,575776709049479168,"JetBlue","vK!c7m35.Iav","Dear God I love @jetblue. Great movies and service #best. Never again @amerianair. #worst."
"983",116839,575776871972872192,"American","vK!c7m35.Iav","@AmericanAir bought ticket on us airways have flight issue and AA sends me to US Airways who can't help because plane is AA. This is madness"
"984",116840,575777080152977408,"American","vK!c7m35.Iav","No TV Screen, what am I supposed to do for the next 9 hours ?? I don't want to sleep 😭😭 @AmericanAir http://t.co/7ytRayP4hR"
"985",116841,575777235900235776,"American","vK!c7m35.Iav","The wifi onboard @AmericanAir is sooooo slow!! They need to upgrade the speed or something!"
"986",116842,575778814422347776,"SouthWest","vK!c7m35.Iav","@SouthwestAir I've been sitting on hold for over 30 minutes. What's up with that?"
"987",116843,575778938053640192,"SouthWest","vK!c7m35.Iav","@SouthwestAir  always wanted to see @lifehouse perform on your planes. Can't wait for the footage."
"988",116844,575779453881577472,"SouthWest","vK!c7m35.Iav","@SouthwestAir - sitting on plane in PHX awaiting takeoff... Seems to be delay. Hoping to make connection in ATL-for IND. 3 yr old on board."
"989",116845,575779921760493568,"American","vK!c7m35.Iav","@AmericanAir needs reps that can read. How a damaged suitcase turns into a missing suitcase is beyond me. Delta is looking better &amp; better!"
"990",116846,575779967692226560,"Delta","vK!c7m35.Iav",".@DeltaAssist has literally the worst hold music ever. Is it supposed to simulate a plane taking off? That's what it sounds like."
"991",116847,575780164212277248,"SouthWest","vK!c7m35.Iav","@SouthwestAir I have a flight departing tom night and arriving after midnight Friday, if I didn't want to pay, any options to stay longer?"
"992",116848,575780368533471232,"United","vK!c7m35.Iav","Ok @united Gave u 2nd chance after MIA 4 years.  After 1 delay, 1 cancelation, &amp; 2nd delay of next flight I am losing faith in ur services"
"993",116850,575781013357355008,"SouthWest","vK!c7m35.Iav","Of course @SouthwestAir had one more ""Screw you"" to deliver on this trip."
"994",116851,575782565346439168,"American","vK!c7m35.Iav","I spent a lot of $$ morbidly obese man 500 lbs next to me on @AmericanAir flight.  I can't move really??  Bad airline"
"995",116852,575782839880286208,"AlaskaAir","vK!c7m35.Iav","@AlaskaAir @alaskatravelgrm is the FB account and http://t.co/fD561zvrLk page a legit page?  Smells... like headless beached salmon."
"996",116853,575782896247705600,"SouthWest","vK!c7m35.Iav","after a 5 hour delay, finally on a plane headed back to #vegas. ohh and $200 for a future trip.. hmmm where to go.. #thankyou @SouthwestAir"
"997",116854,575783243993100288,"United","vK!c7m35.Iav","@AubreyStarXXX @united My last 2 flights with them have been the same way. #sucks"
"998",116855,575783780536864768,"SouthWest","vK!c7m35.Iav","Come on @SouthwestAir I shouldn't be on hold for an hour and 10 min and still not have an answer!!!"
"999",116856,575784049601462272,"Delta","vK!c7m35.Iav","@DeltaAssist submitted my status match from UAL 3 weeks ago, still no response. Can you provide an update?"
"1000",116857,575784883475247104,"United","vK!c7m35.Iav","@zeynep Your tweets give me stress!  Wake up @united  :-("
"1001",116858,575785234525982720,"United","vK!c7m35.Iav","@bribri_singel ugh and @united customer service hasn't even called me as promised!"
"1002",116859,575785468530323456,"SouthWest","vK!c7m35.Iav","@SouthwestAir I picked up my luggage this morning. It had apparently been at the airport all night and no one saw fit to inform me. #fail"
"1003",116860,575785763511627776,"JetBlue","vK!c7m35.Iav","I'm on a @jetblue flight and just witnessed an employee misgender and harass another passenger. @myadriene"
"1004",116861,575786120195129344,"AlaskaAir","vK!c7m35.Iav","@AlaskaAir I’m hoping it grows wings and takes me to Omaha, because that CRJ-700 is killing me! :)"
"1005",116862,575786640792137728,"Delta","vK!c7m35.Iav","@DeltaAssist yes. It as filed on Monday. Still baffled by why it has taken so long to get my bag #disappointed"
"1006",116863,575787135925665792,"Delta","vK!c7m35.Iav","@Delta @DeltaAssist FYI can't believe how rude one of your employees was at gate check-in. Seriously considering submitting a complaint."
"1007",116864,575787267962204160,"United","vK!c7m35.Iav","@united why so rude to @pgrace21"
"1008",116865,575787606094450688,"Delta","vK!c7m35.Iav","Two emails starting four weeks ago and STILL no response! @Delta @DeltaAssist must really not care about their customers, even if Gold."
"1009",116866,575787853101318144,"United","vK!c7m35.Iav",".@united This is disgusting! I guess you prefer a screaming baby for the ""comfort and safety"" of other passengers? http://t.co/Dp6cB86E2D"
"1010",116867,575787925427871744,"American","vK!c7m35.Iav","@AmericanAir your airline should be ashamed of your selves for not refunding the money for ticket to the family whose child died at  first"
"1011",116868,575788101483806720,"Delta","vK!c7m35.Iav","@DeltaAssist 6289 now 5 hours delayed for maintenance.  isn't there something else that can be done?? this is constant and it's infuriating"
"1012",116869,575790048832024576,"Delta","vK!c7m35.Iav","@KYR_SP33DY fuck you @DeltaAssist fucking pussies can't afford there own dunks"
"1013",116870,575790273789198336,"American","vK!c7m35.Iav","@AmericanAir still sitting at DSM b/c gates are full. 3 gates, 2 broken planes. Reminds me why I've nearly stopped flying AA (plat to gold)"
"1014",116871,575790350620459008,"American","vK!c7m35.Iav","@AmericanAir really upset that the last 2 flights I booked have changed their schedules after purchase. I cant make the flights now!"
"1015",116872,575790410506752000,"American","vK!c7m35.Iav","@AmericanAir 1 generic response, no one has contacted me by phone as request look at the dates #badcustomerservice http://t.co/jcOyT31OS1"
"1016",116873,575791730596827136,"United","vK!c7m35.Iav","@united still nothing not in spam - seriously #fail but by the sounds of it that means nothing to your organization"
"1017",116874,575792087171342336,"SouthWest","vK!c7m35.Iav","@SouthwestAir first, you lied in order to not rebook, leaving me stranded; then you lost my bag. Now, my flight is cancelled NEXT MONTH???"
"1018",116875,575793384687689728,"AlaskaAir","vK!c7m35.Iav","@bankofamerica you've lost me as a customer. I've tried to use my @AlaskaAir card 3 times - 3 declines and long calls to fraud."
"1019",116876,575793750506602496,"American","vK!c7m35.Iav","@AmericanAir 's excuse for delay: switched to another maintenance manual after merger. how about testing this?...#badcustomerservice"
"1020",116877,575794480063889408,"JetBlue","vK!c7m35.Iav","Do not fear. @JetBlue does indeed have @ComedyCentral so I can watch @broadcity tonight. Phew!"
"1021",116878,575795114531926016,"United","vK!c7m35.Iav","@kristen  what was with that letter @united ? PR fail. How about a personal apology from Keith for being an ass?"
"1022",116879,575795271692652544,"Delta","vK!c7m35.Iav","waited on hold for nearly 45 min before getting discouraged and hanging up, sent two DMs to @DeltaAssist and still no response @Delta"
"1023",116880,575795276545462272,"VirginAmerica","vK!c7m35.Iav","It all of a sudden smells strongly of vanilla cake batter on my @VirginAmerica flight. Drooling. #TravelDay #Deliciousness"
"1024",116881,575795694184763392,"American","vK!c7m35.Iav","Hey @AmericanAir why don't you stop letting people carry on suitcases already?  This is ridiculous"
"1025",116882,575796050021257216,"Delta","vK!c7m35.Iav","Friends, family, followers NEVER fly @Delta .... They don't give a shit about loyal customers. Complete mess. @DeltaAssist"
"1026",116883,575796445082599424,"Delta","vK!c7m35.Iav","@DeltaAssist Another delayed Delta flight putting me home over three hours late. Asked for food vouchers. ""We did away with those"" of course"
"1027",116884,575796678516588544,"United","vK!c7m35.Iav","Yup! Still no word on my damaged guitar from @united it's been 3 months!"
"1028",116885,575796708220661760,"United","vK!c7m35.Iav","Breastfeeding mom @Kristen outraged @United  http://t.co/3iZuc6Kldx via @huffpostbc# shame on United Airlines, which era are they in?"
"1029",116886,575797819937787904,"Delta","vK!c7m35.Iav","@DeltaAssist its been over a month now since I made a complaint and have still heard nothing."
"1030",116887,575798225560539136,"American","vK!c7m35.Iav","@AmericanAir I need to send an email complaint and it is longer than 1,500 characters. Can I have an email to customer relations"
"1031",116888,575798429432987648,"SouthWest","vK!c7m35.Iav","@southwestair if you're going to charge $8 for just email and basic browsing on domestic flights, it has to be AOL speed min...brutal slow."
"1032",116889,575798463142588416,"United","vK!c7m35.Iav","Again @united screws customers. You spend almost $10k on trips with @united and only receive $1800 toward premier status."
"1033",116890,575799120452976640,"United","vK!c7m35.Iav","@kristen Very sad to hear how you were treated/shamed. Would he have preferred your son to go hungry? @united should be ashamed!!"
"1034",116891,575799382320156672,"AlaskaAir","vK!c7m35.Iav","Missed a flight out of SLC and @AlaskaAir took care of us perfectly! Digital high five team! #iflyalaska !"
"1035",116892,575800278152151040,"SouthWest","vK!c7m35.Iav","Trying out In-flight wifi on @southwestair. It is horrible. Can't even load my @gmail. Apparently I can tweet, though!"
"1036",116893,575800418384678912,"American","vK!c7m35.Iav","@AmericanAir I was supposed to be in Chicago 11 hrs ago out of COU &amp; am now still sitting in STL waiting to get there.  MAJOR bummer. :("
"1037",116894,575800525381365760,"Delta","vK!c7m35.Iav","@KYR_SP33DY can u make a video on youtube and show ur shoes like a pic from the unternet and feel so bad but @Delta @DeltaAssist is ghetto"
"1038",116895,575800828054802432,"United","vK!c7m35.Iav","@united @kristen inappropriate behaviour requires better training for your staff and immediate attention. Unacceptable behaviour."
"1039",116896,575801652457811968,"United","vK!c7m35.Iav","@united @kristen Please someone tell me that ""Keith"" has been relieved of his duties. Shameful."
"1040",116897,575802057866633216,"American","vK!c7m35.Iav","@USAirways @AmericanAir Change your charging/refund policy. Asked for refund after being charged twice, so my reservation was cancelled."
"1041",116898,575802124166111232,"AlaskaAir","vK!c7m35.Iav","@AlaskaAir just cancelled my boyfriend's flight last minute to his best friend's wedding. No new flight for 24 hours. Fail."
"1042",116900,575803574048817152,"United","vK!c7m35.Iav","@united could you please respond to my message? I wasted 30 mins on the phone &amp; you've ignored me for 14mims"
"1043",116901,575804499203391488,"JetBlue","vK!c7m35.Iav","this is appalling. disappointed in jetblue. RT â€œ@loritheliger: smh @JetBlue http://t.co/gM6Ci7MJYpâ€"
"1044",116902,575804614517227520,"AlaskaAir","vK!c7m35.Iav","@AlaskaAir 8 hours of a wasted day, yes. But I would also appreciate not paying a change fee on a flight I was 44 min early for yet ""missed"""
"1045",116903,575804655155937280,"American","vK!c7m35.Iav","I wonder how long it takes for @AmericanAir to respond to complaints? 5 days and counting... #customerservice #Unprofessional #unreliable"
"1046",116904,575805088163323904,"United","vK!c7m35.Iav","@kristen @DaveCarroll @united How Rude! Shame on United!!!!"
"1047",116905,575805360545488896,"Delta","vK!c7m35.Iav","@DeltaAssist so... no feedback on my issue?"
"1048",116906,575805626691031040,"American","vK!c7m35.Iav","@AmericanAir Still waiting!!!!!! No AA contact yet!!!!! Is anyone really surprised?????"
"1049",116907,575805954911948800,"United","vK!c7m35.Iav","#lrt Never fly @united, check."
"1050",116908,575805965565472768,"JetBlue","vK!c7m35.Iav","@Jetblue Missed out on a R/T deal from NYC to Miami by waiting one day. Almost had R/T at a one-way fare..."
"1051",116909,575806356956958720,"SouthWest","vK!c7m35.Iav","@SouthwestAir paid for wifi, currently on flight 660.  incredibly slow. can anything be done?"
"1052",116910,575807486139068416,"United","vK!c7m35.Iav","@united the inflight entertainment wasn't the issue! It was the lack of wifi, apologies from the crew, and the 3 hour delay I am angry about"
"1053",116911,575807883952156672,"American","vK!c7m35.Iav","What a disappointment being charged $25 at the airport for first and only checked luggage. Not clearly #communicated online @AmericanAir."
"1054",116912,575808336752324608,"American","vK!c7m35.Iav","Bought a ticket through @AmericanAir,  in transit being put through @EtihadAirways crap; cuz both didn't bother informing on baggage policy"
"1055",116913,575808755310272512,"Delta","vK!c7m35.Iav",".@KYR_SP33DY needs Justice for his stolen Dunks! You hear that @DeltaAssist? Return them or buy new ones for the man! #DeltaStealsDunks"
"1056",116914,575809235340107776,"SouthWest","vK!c7m35.Iav","Have officially been on hold for 10 minutes @SouthwestAir 😞 #faith ☺️"
"1057",116915,575809676484411392,"Delta","vK!c7m35.Iav","@DeltaAssist A ""late check"" (1 minute) bag makes 1st flight &amp; misses the connection (60 minutes between) and @Delta says they won't deliver"
"1058",116916,575809809804472320,"Delta","vK!c7m35.Iav","@DeltaAssist Found out that our car seat was damaged after checking it at the gate. Flight DL1158 SLC&gt;MCO over a week ago. Help!"
"1059",116917,575809841144446976,"United","vK!c7m35.Iav","@united can you help me cancel a flight but get credit for the flight?"
"1060",116918,575810049987100672,"VirginAmerica","vK!c7m35.Iav","@VirginAmerica where can I request missing flight credit?"
"1061",116919,575810064826544128,"United","vK!c7m35.Iav","@united I will do everything in my power not to fly your planes from now on. If you are the only choice, fuck it I'll walk."
"1062",116920,575810117767069696,"American","vK!c7m35.Iav","Another @AmericanAir flight, another delay..."
"1063",116921,575810658098364416,"United","vK!c7m35.Iav","Breastfeeding mom @kristen harassed on @united flight: (by @rberch) http://t.co/CqvExVZFkk"
"1064",116922,575810761617899520,"United","vK!c7m35.Iav","@kristen @united When shit like this happens, take your smart phone and start recording; if you make a big enough deal, they may settle."
"1065",116923,575810900717756416,"SouthWest","vK!c7m35.Iav","The internet connection is way too slow to be usable! :( regret purchasing in flight wi-fi! @SouthwestAir"
"1066",116924,575811144868196352,"SouthWest","vK!c7m35.Iav","@SouthwestAir Why is every flight into or out of Memphis delayed?"
"1067",116925,575811451950088192,"American","vK!c7m35.Iav","@americanair flew frm LAX to YYZ yesterday n a souvenir went missing. This is BS! I knw exactly where I packed it n that suitcase was opened"
"1068",116926,575811683496624128,"American","vK!c7m35.Iav","@AmericanAir How do I file a formal complaint about an aggressive, rude AA employee? On cell phone, ignoring customers, being rude and curt."
"1069",116927,575811935398182912,"United","vK!c7m35.Iav","@chatandchai @united the fact that a toddler child and a parent has to be separated is ridiculous!"
"1070",116928,575812390098337792,"Delta","vK!c7m35.Iav","@DeltaAssist I wasn't a refund, I'm never flying delta again+ I telling everybody I know not to. We're 90min late."
"1071",116929,575812413838127104,"American","vK!c7m35.Iav","@AmericanAir very disrespectful the ladies in this number when I tried to solve a problem with my ticket 01152(55)52091400 (Mexico)"
"1072",116930,575812588170256384,"American","vK!c7m35.Iav","@AmericanAir My flight is now running 25 minutes late because we're waiting for the caterer? Really?"
"1073",116931,575812600426012672,"Delta","vK!c7m35.Iav","@DeltaAssist AND lost luggage. Banner flight day 0_o"
"1074",116932,575813711807451136,"American","vK!c7m35.Iav","@AmericanAir been on hold trying to book a flight for 3 hours now... seriously bad #customerservice"
"1075",116933,575814002959237120,"United","vK!c7m35.Iav","@United you need to review maintenance of regional jets.  At the gate and delaying passengers is not a best practice.  5 delays/50 flights.."
"1076",116934,575814847767576576,"American","vK!c7m35.Iav","@AmericanAir gosh you people are pieces of SHIT. I just want to get what I paid for"
"1077",116936,575814979280048128,"United","vK!c7m35.Iav","Shame on @United for their comments regarding breastfeeding. No mother should have to cover when feeding their child."
"1078",116937,575815597923024896,"United","vK!c7m35.Iav","@united new policy sucks here a before 1800 and after 287 for one round trip ticket. #UnitedAirlines #mileageplus http://t.co/JTh9wQeqR3"
"1079",116938,575815869856526336,"United","vK!c7m35.Iav","Such nonsense http://t.co/SYlHJUQlh6 RT @united: @cressman Agents may request gate check to help ensure an ontime departure. ^JT"
"1080",116939,575815956930363392,"JetBlue","vK!c7m35.Iav","Babies just can't stop screaming about @jetblue mint. Ask me how I know."
"1081",116940,575815972872814592,"Delta","vK!c7m35.Iav","@DeltaAssist Why have you charged me twice for my transaction? I have emailed and facebooked but no response! Please help!"
"1082",116941,575816340600156160,"United","vK!c7m35.Iav","@united if I cancel a flight I have in May do I lose my full ticket price or do I get some back (maybe taxes)?"
"1083",116942,575816838543638528,"SouthWest","vK!c7m35.Iav","@AirlinesDotOrg @SouthwestAir shame on you for destroying our #dtphx"
"1084",116943,575817000011833344,"American","vK!c7m35.Iav","@AmericanAir Scout Cantrell's refund was handled so poorly, it is too late, damage is done"
"1085",116944,575817008849154048,"SouthWest","vK!c7m35.Iav","@SouthwestAir what's up with your customer service?? #frustrating #fail"
"1086",116945,575817971295215616,"United","vK!c7m35.Iav","I've always said I'd never fly @united &amp; I'm sticking to it. But it looks like I've been unfair to @delta.  http://t.co/SmxN5G8lAH"
"1087",116946,575818008955760640,"VirginAmerica","vK!c7m35.Iav","Amazing data from @FiveThirtyEight that proves @united is terrible and @VirginAmerica is OK. #unitedsucks http://t.co/zU5YI6uPK2"
"1088",116948,575818694204379136,"Delta","vK!c7m35.Iav","@DeltaAssist  FUCK U DONT U EVER STEAL FROM ANY ONE THAT FUCKED UP DELTA          @KYR_SP33DY"
"1089",116949,575820072914018304,"American","vK!c7m35.Iav","@AmericanAir We need a pilot for flight 5508. the one we had got lost. How does that happen? Guess who won't be flying @USAirways anymore?"
"1090",116950,575820333342556160,"United","vK!c7m35.Iav","I knew it wasn't just my imagination. @united really is late all of the time. http://t.co/GUKGNFylAl"
"1091",116951,575822049999872000,"United","vK!c7m35.Iav","@united Here's ANOTHER reason why I NEVER fly on your airline. https://t.co/hzSWKN1eKw"
"1092",116952,575822453991161856,"VirginAmerica","vK!c7m35.Iav","I feel like I am cheating on @AmericanAir with @VirginAmerica. @VirginAmerica is sexy and provides Champagne on demand. So far so good."
"1093",116953,575822792165171200,"American","vK!c7m35.Iav","@AmericanAir 3 delays in 1 day &amp; now American has lost one of my bags... Seriously the worst airlines in the world"
"1094",116954,575823411173199872,"United","vK!c7m35.Iav","@united I've been waiting FOREVER at SFO to get my bag from Denver #notcool"
"1095",116955,575823426218164224,"Delta","vK!c7m35.Iav","@DeltaAssist over an hour on hold - where is the call back option?"
"1096",116956,575824798711816192,"JetBlue","vK!c7m35.Iav","The TVs are broken on this @JetBlue flight and the passengers are acting like we're missing a wing."
"1097",116957,575825101922377728,"United","vK!c7m35.Iav","Why @united do you cancel so many #CLE flights? I booked w/ you bc you had the times I wanted. 2 kids+2 layovers=inconvenience"
"1098",116958,575825438955581440,"United","vK!c7m35.Iav","@kristen @united so extremely disappointed to hear about your experience as a mother"
"1099",116959,575825743462146048,"JetBlue","vK!c7m35.Iav","USA! USA! â€œ@jasonWSJ: The TVs are broken on this @JetBlue flight and the passengers are acting like we're missing a wing.â€"
"1100",116960,575825883698692096,"United","vK!c7m35.Iav","spent 1 hr getting passed around by @united agents before the call drops. Reservations not ticketed, pricing wrong. #frustrated"
"1101",116961,575826125886201856,"JetBlue","vK!c7m35.Iav","@jasonWSJ @JetBlue try 8 hours over the pacific workout an inflight system and your chair is broken..."
"1102",116962,575826197398978560,"United","vK!c7m35.Iav","@united man, u gave my wife a horrible trip, changed terminals, offered little help to get to new gate &amp; lost luggage! Thnx"
"1103",116964,575826447375335424,"United","vK!c7m35.Iav","More sneaky &amp; #sleazy crap by @united to avoid being upfront: push back from gate &amp; sit there to stop delay clock so flight is ""out of gate"""
"1104",116965,575826520687710208,"JetBlue","vK!c7m35.Iav","TVs = Parental Flight Survival MT @jasonWSJ: TVs are broken on this @JetBlue flight and the passengers are acting like we're missing a wing."
"1105",116966,575826861072125952,"American","vK!c7m35.Iav","#americanairlines  @AmericanAir  Got your email reply to my horrific experience with the DFW process and it was totally unacceptable."
"1106",116967,575826914826301440,"JetBlue","vK!c7m35.Iav","@stitchkingdom @jetblue but why doesn't it smell like mint?"
"1107",116968,575827524309012480,"American","vK!c7m35.Iav","@AmericanAir  I get running an airline is hard. But saying a gate will open in 5 min &amp; we still waiting at 25 min. New watch needed"
"1108",116969,575828617147494400,"United","vK!c7m35.Iav","@united sfo-sba and bags stayed in SF.  Wth!? So much for my vacation plans. Paid $60 and no refund. #worstairline"
"1109",116971,575829358788677632,"SouthWest","vK!c7m35.Iav","@Delta @united @SouthwestAir @JetBlue looking to be devoted to an airline since @AmericanAir won't correct a $50 issue."
"1110",116972,575829375930753024,"United","vK!c7m35.Iav","@united sent a response to a survey last week and never heard back. My trip was awful."
"1111",116973,575830192117125120,"United","vK!c7m35.Iav","@united It's been 10 business days since I filed an official complaint with United. I've heard nothing. Was given a case number. What now?"
"1112",116974,575830824882470912,"American","vK!c7m35.Iav","@AmericanAir @DuomodiMilano  I would do visit more if AA would change that awful plane you have doing MIA-MXP!!!"
"1113",116975,575831058706403328,"JetBlue","vK!c7m35.Iav","@jasonWSJ @JetBlue you picked the wrong day to lament flight issues. @jonahkeri had a live inflight Lifehouse concert forced on him"
"1114",116976,575831447790968832,"United","vK!c7m35.Iav","@MarebraH @kristen @united I will never fly united."
"1115",116977,575831606813818880,"United","vK!c7m35.Iav","@PartyyParr @kristen @united I hated United before this. They're a horrible service."
"1116",116978,575832252053123072,"Delta","vK!c7m35.Iav","@DeltaAssist @glenbrondyke very disappointed in delta service"
